from,to,timestamp,value
u_AEUY5C51JAWWH,i_B00014D1OW,1129939200,5.0
u_AEUY5C51JAWWH,i_B00014D138,1129939200,5.0
u_AEUY5C51JAWWH,i_B0001VKL7U,1129939200,5.0
u_A3M174IC0VXOS2,i_B000GNUUCO,1129939200,5.0
u_A3UZKHULL9LP9A,i_B0002JKPA4,1130284800,5.0
u_AFDPEDMUL0J54,i_B000CRGS2A,1130371200,1.0
u_A3M174IC0VXOS2,i_B0030GFXMQ,1130544000,5.0
u_A281NPSIMI1C2R,i_B0000C4COV,1130630400,5.0
u_A281NPSIMI1C2R,i_B000QUJ0IC,1130630400,5.0
u_A281NPSIMI1C2R,i_B00006IGL3,1130630400,5.0
u_AIIR8E34EDKCQ,i_B000JL69OG,1130803200,2.0
u_A1RHVEZJA30HGW,i_B000C1ZDTU,1131926400,5.0
u_A3R11XXC7MVNYW,i_B0007IQMVG,1132531200,5.0
u_A3M174IC0VXOS2,i_B000C1Z29Q,1132617600,5.0
u_A3FHDBBXZFNQUK,i_B00152W1YU,1132790400,5.0
u_A2W4UPPE8RUT6Z,i_B000C1ZDTU,1133136000,1.0
u_A281NPSIMI1C2R,i_B001E6TDYS,1133308800,5.0
u_A281NPSIMI1C2R,i_B000AADF20,1133568000,5.0
u_A281NPSIMI1C2R,i_B002DPUXZ2,1133568000,5.0
u_AYPIF2S8P3RZT,i_B000F8JUJY,1133568000,1.0
u_A1MFDFUGEVNIFK,i_B000C1VT0W,1133654400,5.0
u_AKMEY1BSHSDG7,i_B000CPIMNA,1133654400,5.0
u_AIIR8E34EDKCQ,i_B0002260DW,1133827200,5.0
u_ACXCS6NRA4EVU,i_B000052YKI,1133913600,5.0
u_A3M174IC0VXOS2,i_B000P250NK,1134172800,5.0
u_ACXCS6NRA4EVU,i_B000BIVY1U,1134345600,5.0
u_A1IIECPU2GF17U,i_B000ZMBSPE,1135209600,5.0
u_A1HEC6K4A223XB,i_B0002260DW,1135555200,5.0
u_A1HEC6K4A223XB,i_B0002260L4,1135555200,5.0
u_A1TKX01K86Y3G9,i_B00008MOQE,1135814400,5.0
u_AXJVVX4A2P7B9,i_B0006Q3NTS,1136160000,3.0
u_A1TKX01K86Y3G9,i_B000PKZG22,1136764800,3.0
u_A1HEC6K4A223XB,i_B000225ZOC,1136764800,3.0
u_A1HEC6K4A223XB,i_B0016O94IS,1136764800,5.0
u_A1TKX01K86Y3G9,i_B000980PGM,1136851200,3.0
u_A1I4NHYX40MFD,i_B0007IQMVG,1137110400,5.0
u_ACXCS6NRA4EVU,i_B000AMA43Q,1137110400,5.0
u_A3UPYGJKZ0XTU4,i_B001B1QMKO,1137110400,3.0
u_A1TKX01K86Y3G9,i_B000JG1QDA,1137283200,5.0
u_A1TKX01K86Y3G9,i_B000PKWAWQ,1137283200,5.0
u_AIIR8E34EDKCQ,i_B0002260L4,1137369600,5.0
u_AKMEY1BSHSDG7,i_B0002RPTX4,1137715200,5.0
u_ACXCS6NRA4EVU,i_B0009ET3SC,1137715200,5.0
u_A3KDTUGUJQCSJT,i_B000FCTITM,1137715200,5.0
u_A2N9Z1V4GTHHX6,i_B000ALCJR6,1138320000,1.0
u_A7MJTKHGS43RY,i_B000142Q6G,1138838400,5.0
u_A1TKX01K86Y3G9,i_B000BIVY1U,1138924800,5.0
u_A24ZFFRQ4MG3XL,i_B00150LT40,1139011200,5.0
u_A3RDUMDB4WXFMR,i_B0006GZDEQ,1139011200,2.0
u_AKMEY1BSHSDG7,i_B0009V1YR8,1139097600,5.0
u_A1OS8ICUFW5F9H,i_B00067YSLO,1139097600,4.0
u_A1DAFWS98LQD2R,i_B000EBZ7XK,1139702400,5.0
u_A2MBLVMVDLHK1L,i_B0002260L4,1139961600,5.0
u_A2W4UPPE8RUT6Z,i_B000GHYSVE,1140048000,5.0
u_A1JSLN697CKTUV,i_B000C1UE4E,1140307200,5.0
u_A281XZHQ2MDWO7,i_B000V26BQY,1140480000,2.0
u_AKMEY1BSHSDG7,i_B0000536F0,1140652800,5.0
u_AKMEY1BSHSDG7,i_B00008J2XQ,1140652800,5.0
u_A3SP22BU1008GV,i_B000COMJNK,1140739200,5.0
u_A376OJHLE6SU9Q,i_B000AMA43Q,1140825600,4.0
u_A376OJHLE6SU9Q,i_B0002YE8V6,1140825600,5.0
u_A3OZGW7KKKHYA4,i_B00005A9WP,1140912000,5.0
u_A1EQIG3D3VBU5G,i_B000ZECIDS,1141257600,5.0
u_A281NPSIMI1C2R,i_B00021DVCQ,1141603200,5.0
u_A2ZI4RMRSA072T,i_B000052ZB4,1141862400,5.0
u_A2ZI4RMRSA072T,i_B0000532VT,1141862400,5.0
u_AH3ZQ8AVKKYI5,i_B000BRYMKG,1142208000,1.0
u_A2ZI4RMRSA072T,i_B000EMDK6K,1142467200,5.0
u_A2ZI4RMRSA072T,i_B00006598X,1142467200,5.0
u_A2ZI4RMRSA072T,i_B00021AQCY,1142467200,5.0
u_A2ZI4RMRSA072T,i_B000629ZHG,1142553600,5.0
u_A2ZI4RMRSA072T,i_B000674XN2,1142553600,5.0
u_A2ZI4RMRSA072T,i_B00067EJ4U,1142553600,3.0
u_AIIR8E34EDKCQ,i_B001183N8G,1142985600,5.0
u_APG4YVSUN3T6S,i_B00011QUDE,1143158400,3.0
u_A3Q68B3TNPD3W7,i_B00021DVCQ,1143244800,1.0
u_A281NPSIMI1C2R,i_B00021DUM2,1143331200,5.0
u_A2ZI4RMRSA072T,i_B000Y8X0LE,1143590400,5.0
u_AN96RZ92SLGJV,i_B00021DVCQ,1144195200,1.0
u_A2MTP3RPAZL5T1,i_B000BRYMKG,1144368000,1.0
u_A341ET90CBX4QE,i_B0012DKB1W,1144540800,5.0
u_A341ET90CBX4QE,i_B000HX4JWK,1144540800,3.0
u_A341ET90CBX4QE,i_B000PKYCJA,1144540800,5.0
u_A3M174IC0VXOS2,i_B000A0ADT8,1144627200,5.0
u_A2D11ZNRSDE5FZ,i_B000E202KM,1145145600,1.0
u_AWBGHDHH7E51F,i_B00021DVCQ,1145404800,3.0
u_A281NPSIMI1C2R,i_B001ET7JB4,1145577600,5.0
u_AVZF4LV5V673T,i_B000C1W3JS,1146009600,5.0
u_A3KDTUGUJQCSJT,i_B000OYJ9AO,1146355200,5.0
u_A24ZFFRQ4MG3XL,i_B000B82TD2,1146528000,5.0
u_A13IRKEEPFTWFM,i_B0000535RA,1146787200,4.0
u_A13IRKEEPFTWFM,i_B000052YOX,1146787200,5.0
u_A13IRKEEPFTWFM,i_B000052YJX,1146787200,4.0
u_A13IRKEEPFTWFM,i_B0000535RD,1146787200,4.0
u_A13IRKEEPFTWFM,i_B000052YOR,1146787200,5.0
u_AZIFU5UI0G71E,i_B000ALCJR6,1147392000,1.0
u_ACNON4BZACUUL,i_B000052YMS,1147564800,1.0
u_AIIR8E34EDKCQ,i_B0000ZLEFU,1147737600,5.0
u_A24ZFFRQ4MG3XL,i_B00021B8L2,1147996800,4.0
u_A2UWIWD56X2Z5O,i_B000EVQMN4,1148256000,4.0
u_A5N1HB1T4EKCM,i_B002DMK0KS,1148428800,1.0
u_AH1LFGRAN3GPC,i_B00005B9FV,1148947200,5.0
u_A2IKX7H2PLHULP,i_B0016O94IS,1149206400,5.0
u_A1VQBEW0G4IH1J,i_B000ALCJR6,1149465600,3.0
u_A30XA7RLCNNHXA,i_B0009V1YR8,1149811200,5.0
u_A26EQ8U96JA92T,i_B00021DVCQ,1149811200,3.0
u_A3KBL59PYXZQPZ,i_B0006PKGJY,1149984000,3.0
u_A3M174IC0VXOS2,i_B000F5AFYG,1149984000,5.0
u_ACXCS6NRA4EVU,i_B000BIVY10,1150156800,5.0
u_A24ZFFRQ4MG3XL,i_B0009OAGXI,1150502400,5.0
u_A281NPSIMI1C2R,i_B000CSQV3A,1150588800,5.0
u_A20J4FB33G3X4X,i_B0007IQMVG,1150848000,4.0
u_A1F9Z42CFF9IAY,i_B000F63TW0,1150934400,4.0
u_A2IKX7H2PLHULP,i_B000225ZOC,1151020800,5.0
u_A2IKX7H2PLHULP,i_B0002260N2,1151193600,5.0
u_A3KDTUGUJQCSJT,i_B000PHZ26K,1151280000,4.0
u_A1MFDFUGEVNIFK,i_B000C1W2C6,1151280000,4.0
u_A1MFDFUGEVNIFK,i_B000C1W2DK,1151280000,4.0
u_A87JI1JMRS0PG,i_B000GFCRGO,1151366400,1.0
u_A24ZFFRQ4MG3XL,i_B001ET76EY,1151366400,5.0
u_A3KDTUGUJQCSJT,i_B00178SOCA,1151712000,5.0
u_A1MFDFUGEVNIFK,i_B000GHWUQ4,1151798400,4.0
u_A3M174IC0VXOS2,i_B000DIN3A8,1151798400,5.0
u_A281NPSIMI1C2R,i_B000248HLI,1152144000,5.0
u_A281NPSIMI1C2R,i_B0009ET6BQ,1152144000,5.0
u_A146H6A41B26QT,i_B001E96L9K,1152230400,5.0
u_A25WJCAP606YMP,i_B0009OAFUM,1152316800,4.0
u_A1E7AIEUMWTQNQ,i_B001544IQW,1152403200,5.0
u_A1MFDFUGEVNIFK,i_B000C230QC,1152489600,5.0
u_A1X93ES4DITTWK,i_B000GHWUQ4,1152489600,3.0
u_A1MFDFUGEVNIFK,i_B0009N35D2,1152576000,2.0
u_A2ONUWLMER7TPJ,i_B000CONLRI,1152921600,3.0
u_A2582KMXLK2P06,i_B000JL69OG,1153267200,4.0
u_A1BJOHHLG0D965,i_B0002G214U,1153353600,1.0
u_A3M174IC0VXOS2,i_B00062A0JI,1153440000,5.0
u_A3M174IC0VXOS2,i_B000COMJNK,1153440000,5.0
u_A2MOD50IHEDH3G,i_B000FS05VG,1153526400,5.0
u_A3KBL59PYXZQPZ,i_B000980PGM,1153526400,5.0
u_A1O17QZWB2YZ5L,i_B000FFI228,1153612800,4.0
u_A1SYLII0808HD6,i_B000089SA4,1153785600,2.0
u_A1SYLII0808HD6,i_B000FFT8KS,1153872000,5.0
u_A24ZFFRQ4MG3XL,i_B000BIUGUA,1154044800,5.0
u_A1SYLII0808HD6,i_B000EEZAXO,1154044800,5.0
u_A1B89OBB1ORQOK,i_B000J41MNG,1154131200,5.0
u_A1ZHQ6X4P0AVMU,i_B00021DZCC,1154217600,4.0
u_A281NPSIMI1C2R,i_B000P24EI2,1154390400,5.0
u_A3M174IC0VXOS2,i_B000674XNM,1154390400,5.0
u_A24ZFFRQ4MG3XL,i_B000P279E8,1154736000,5.0
u_A3M174IC0VXOS2,i_B000052YMQ,1154822400,4.0
u_A3NPJBLPHVWEF6,i_B00014EKJC,1154822400,5.0
u_A13STKDYQO5DQ8,i_B001E96L6I,1154995200,5.0
u_A1SG6N8E213NNN,i_B00067YSLO,1155340800,5.0
u_AK7CAW3N1XZV6,i_B0009OAI18,1155686400,5.0
u_A281NPSIMI1C2R,i_B000BR5B2Y,1155772800,5.0
u_A3LMILRM9OC3SA,i_B0001Y74XG,1156636800,5.0
u_A2V0I904FH7ABY,i_B0009OAHBE,1156809600,5.0
u_A1A2F1ZOWOPNJB,i_B001ET78CY,1156982400,5.0
u_A1A2F1ZOWOPNJB,i_B001ET789M,1156982400,5.0
u_AF1H4YRBRMBB9,i_B0009V1YR8,1157328000,5.0
u_A5XG0KDFX4WMI,i_B001EJOPZC,1157414400,4.0
u_AAU0G40ZN5RIL,i_B000FFI228,1157500800,5.0
u_A3P8CU9874SRK5,i_B000ELP5KA,1157673600,4.0
u_A3P8CU9874SRK5,i_B00028OC4K,1157673600,5.0
u_A3P8CU9874SRK5,i_B00006IGL3,1157673600,5.0
u_A1YUL9PCJR3JTY,i_B000R8QV4Y,1157760000,5.0
u_A36Y1IEN4SR0OQ,i_B0018C4TLA,1157760000,4.0
u_A1IU7S4HCK1XK0,i_B00013YYS0,1157846400,5.0
u_A1IU7S4HCK1XK0,i_B00012NEYG,1157846400,5.0
u_A1HFT68GJ42LTM,i_B00006FE30,1158019200,5.0
u_A1IU7S4HCK1XK0,i_B000225ZL0,1158105600,5.0
u_A1IU7S4HCK1XK0,i_B000BIXP30,1158105600,5.0
u_A1YUL9PCJR3JTY,i_B00013YYS0,1158451200,5.0
u_A1JSLN697CKTUV,i_B001715WH2,1158624000,5.0
u_A28JE1K2R6STBT,i_B000GFCRGO,1158624000,5.0
u_AK7CAW3N1XZV6,i_B0009XH6V4,1158710400,3.0
u_AN5T6MAD6FC5I,i_B00004TUBL,1158796800,5.0
u_A3KBL59PYXZQPZ,i_B000NPAK0W,1158969600,4.0
u_A1MFDFUGEVNIFK,i_B000C1Z1HE,1159056000,5.0
u_A11PI8JNC3932W,i_B000GX9HIC,1159401600,5.0
u_A23F8D2ZOCQM6V,i_B000FFI228,1159574400,5.0
u_AXO4PQU0XG3TG,i_B0001TOH8G,1159660800,5.0
u_A28WXDXJA1P0MC,i_B000NZN2V6,1159747200,5.0
u_AYNTULRNAIPNY,i_B0007IQMVG,1159920000,4.0
u_A3RKKP0PT14CNM,i_B001ET6XKM,1160092800,5.0
u_A1WSRI3OTHEUCW,i_B000FFI228,1160092800,5.0
u_A3RKKP0PT14CNM,i_B000GF1E54,1160092800,5.0
u_A3RKKP0PT14CNM,i_B001ET6XMK,1160092800,5.0
u_A3RKKP0PT14CNM,i_B000EX5JO0,1160697600,5.0
u_A3M174IC0VXOS2,i_B0009OAGXI,1160697600,5.0
u_A39VNRG8P49QED,i_B000065DK4,1160697600,5.0
u_ABWQP3ABN4EK6,i_B000GX9HIC,1160784000,2.0
u_ABWQP3ABN4EK6,i_B000GX9HIW,1160784000,4.0
u_A28WXDXJA1P0MC,i_B000G8LWZI,1160956800,2.0
u_A3RKKP0PT14CNM,i_B001ET6XOI,1160956800,5.0
u_A18O0L6RA62FT7,i_B000GXBGIG,1160956800,2.0
u_A1FHWJ7EFO3E3U,i_B000094ZDX,1161302400,4.0
u_AD1ZOPB0BBEHB,i_B000IF5C96,1161475200,5.0
u_A3QE6W49BZY8YJ,i_B000FFI228,1161475200,3.0
u_A1DD5LYFQ3ZAOK,i_B000E202KM,1161648000,1.0
u_A28WXDXJA1P0MC,i_B00021DVCQ,1161648000,3.0
