from,to,timestamp,value
u_640,i_169,874777890,5.0
u_640,i_182,874777925,5.0
u_640,i_318,874777948,5.0
u_640,i_204,874777974,5.0
u_640,i_91,874777998,4.0
u_640,i_85,874778065,5.0
u_640,i_70,874778065,4.0
u_640,i_4,874778065,4.0
u_640,i_941,874778095,5.0
u_640,i_580,874778096,5.0
u_640,i_209,874778154,5.0
u_640,i_189,874778181,5.0
u_640,i_693,874778207,5.0
u_640,i_96,874778240,5.0
u_640,i_201,874778240,4.0
u_640,i_663,874778240,5.0
u_640,i_214,874778274,5.0
u_640,i_357,874778274,5.0
u_640,i_53,874778274,4.0
u_640,i_239,874778274,5.0
u_640,i_1073,874778299,5.0
u_640,i_428,874778299,5.0
u_640,i_42,874778345,5.0
u_640,i_66,874778345,4.0
u_640,i_202,874778366,5.0
u_640,i_231,874778424,5.0
u_640,i_68,874778479,4.0
u_640,i_540,874778479,3.0
u_640,i_22,874778479,4.0
u_640,i_233,874778479,4.0
u_640,i_161,874778479,4.0
u_640,i_195,874778515,4.0
u_640,i_79,874778515,5.0
u_640,i_92,874778515,4.0
u_640,i_684,874778568,4.0
u_640,i_2,874778568,4.0
u_640,i_566,874778569,4.0
u_640,i_226,874778569,5.0
u_640,i_568,874778569,4.0
u_640,i_385,874778569,5.0
u_640,i_720,874778612,3.0
u_640,i_38,874778612,4.0
u_640,i_578,874778612,3.0
u_640,i_62,874778612,3.0
u_640,i_761,874778613,5.0
u_640,i_33,874778696,3.0
u_640,i_550,874778722,4.0
u_640,i_802,874778756,3.0
u_640,i_373,874778756,3.0
u_640,i_391,874778756,3.0
u_119,i_252,874780832,3.0
u_119,i_825,874780860,3.0
u_594,i_292,874780864,3.0
u_594,i_319,874780864,3.0
u_594,i_245,874780909,3.0
u_594,i_988,874780945,2.0
u_119,i_977,874780969,3.0
u_119,i_1259,874780996,3.0
u_594,i_100,874781004,4.0
u_594,i_19,874781004,3.0
u_119,i_254,874781037,2.0
u_119,i_1244,874781037,3.0
u_594,i_515,874781050,5.0
u_119,i_595,874781067,3.0
u_119,i_986,874781068,3.0
u_594,i_127,874781076,4.0
u_594,i_181,874781076,3.0
u_594,i_126,874781173,3.0
u_594,i_14,874781173,4.0
u_119,i_11,874781198,5.0
u_119,i_1261,874781198,4.0
u_119,i_492,874781198,5.0
u_119,i_1153,874781198,5.0
u_119,i_56,874781198,4.0
u_594,i_221,874781207,4.0
u_119,i_96,874781257,5.0
u_119,i_213,874781257,5.0
u_119,i_194,874781257,5.0
u_119,i_182,874781303,4.0
u_119,i_174,874781303,4.0
u_119,i_168,874781351,5.0
u_119,i_89,874781352,4.0
u_119,i_82,874781352,2.0
u_119,i_511,874781407,5.0
u_119,i_210,874781407,5.0
u_119,i_64,874781460,4.0
u_119,i_486,874781547,4.0
u_119,i_1260,874781547,5.0
u_119,i_655,874781628,5.0
u_119,i_22,874781698,4.0
u_119,i_188,874781742,4.0
u_119,i_382,874781742,5.0
u_119,i_31,874781779,5.0
u_119,i_1101,874781779,5.0
u_119,i_87,874781829,5.0
u_119,i_70,874781829,3.0
u_119,i_193,874781872,4.0
u_119,i_12,874781915,3.0
u_119,i_568,874781915,4.0
u_119,i_124,874781994,4.0
u_119,i_385,874781994,5.0
u_119,i_199,874781994,5.0
u_119,i_154,874782022,5.0
u_119,i_28,874782022,5.0
u_119,i_86,874782068,4.0
u_119,i_697,874782068,5.0
u_119,i_23,874782100,3.0
u_119,i_658,874782127,5.0
u_119,i_449,874782190,5.0
u_119,i_716,874782190,5.0
u_119,i_172,874782191,4.0
u_119,i_132,874782228,5.0
u_594,i_50,874783018,3.0
u_594,i_15,874783052,4.0
u_594,i_222,874783052,4.0
u_594,i_744,874783298,3.0
u_594,i_276,874783470,3.0
u_594,i_237,874784095,3.0
u_23,i_323,874784266,2.0
u_23,i_713,874784337,4.0
u_23,i_181,874784337,4.0
u_23,i_250,874784338,4.0
u_23,i_7,874784385,4.0
u_23,i_14,874784440,4.0
u_23,i_50,874784440,4.0
u_23,i_919,874784440,5.0
u_23,i_124,874784440,5.0
u_23,i_19,874784466,4.0
u_23,i_116,874784466,5.0
u_23,i_109,874784466,3.0
u_23,i_13,874784497,4.0
u_23,i_408,874784538,5.0
u_23,i_100,874784557,5.0
u_23,i_283,874784575,4.0
u_23,i_1,874784615,5.0
u_23,i_405,874784638,4.0
u_23,i_224,874784638,5.0
u_23,i_546,874784668,3.0
u_23,i_151,874784668,3.0
u_23,i_235,874784712,1.0
u_23,i_472,874784972,2.0
u_23,i_597,874785024,3.0
u_23,i_202,874785165,3.0
u_23,i_961,874785165,5.0
u_23,i_518,874785194,5.0
u_23,i_56,874785233,4.0
u_23,i_357,874785233,3.0
u_23,i_433,874785233,5.0
u_23,i_170,874785348,4.0
u_23,i_522,874785447,4.0
u_23,i_603,874785448,4.0
u_23,i_8,874785474,4.0
u_23,i_275,874785474,5.0
u_23,i_59,874785526,4.0
u_23,i_414,874785526,3.0
u_23,i_705,874785526,4.0
u_23,i_175,874785526,5.0
u_23,i_238,874785526,5.0
u_23,i_96,874785551,4.0
u_23,i_154,874785552,3.0
u_23,i_89,874785582,5.0
u_23,i_228,874785582,4.0
u_23,i_55,874785624,4.0
u_23,i_504,874785624,4.0
u_23,i_234,874785624,2.0
u_23,i_174,874785652,4.0
u_23,i_213,874785675,3.0
u_23,i_214,874785701,3.0
u_23,i_479,874785728,5.0
u_23,i_183,874785728,3.0
u_23,i_132,874785756,4.0
u_23,i_185,874785756,4.0
u_23,i_171,874785809,5.0
u_23,i_32,874785809,3.0
u_23,i_230,874785809,4.0
u_23,i_1006,874785809,3.0
u_23,i_642,874785843,3.0
u_23,i_176,874785843,3.0
u_23,i_463,874785843,4.0
u_23,i_512,874785843,5.0
u_23,i_209,874785843,5.0
u_23,i_710,874785889,4.0
u_23,i_172,874785889,4.0
u_23,i_652,874785926,4.0
u_23,i_83,874785926,4.0
u_23,i_144,874785926,3.0
u_23,i_527,874785926,4.0
u_23,i_102,874785957,3.0
u_23,i_367,874785957,4.0
u_23,i_79,874785957,4.0
u_23,i_189,874785985,5.0
u_23,i_98,874786016,5.0
u_23,i_194,874786016,4.0
u_23,i_418,874786037,4.0
u_23,i_143,874786066,3.0
u_23,i_629,874786098,4.0
u_23,i_134,874786098,4.0
u_23,i_99,874786098,4.0
u_23,i_387,874786098,3.0
u_23,i_204,874786122,3.0
u_23,i_133,874786220,4.0
u_23,i_95,874786220,4.0
u_23,i_145,874786244,3.0
u_276,i_258,874786337,5.0
u_276,i_300,874786338,4.0
u_276,i_328,874786366,4.0
u_276,i_294,874786366,4.0
u_276,i_288,874786392,4.0
u_276,i_323,874786392,3.0
u_276,i_322,874786392,3.0
u_276,i_358,874786419,3.0
u_276,i_324,874786419,4.0
u_276,i_678,874786419,3.0
u_276,i_325,874786419,3.0
u_23,i_153,874786438,4.0
u_276,i_260,874786439,3.0
u_913,i_4,874786460,4.0
u_23,i_385,874786462,4.0
u_276,i_919,874786467,4.0
u_276,i_508,874786467,5.0
u_276,i_298,874786467,5.0
u_276,i_408,874786467,5.0
u_23,i_423,874786488,3.0
u_276,i_181,874786488,5.0
u_23,i_211,874786512,4.0
u_23,i_70,874786513,2.0
u_276,i_7,874786517,5.0
u_276,i_273,874786517,4.0
u_276,i_628,874786538,4.0
u_276,i_127,874786568,5.0
u_276,i_151,874786568,5.0
u_276,i_117,874786568,4.0
u_276,i_546,874786568,3.0
u_276,i_1,874786568,5.0
u_276,i_276,874786605,4.0
u_276,i_284,874786605,4.0
u_276,i_547,874786605,4.0
u_276,i_100,874786605,5.0
u_276,i_591,874786632,3.0
u_276,i_249,874786632,4.0
u_276,i_696,874786632,2.0
u_276,i_123,874786657,4.0
u_276,i_257,874786657,4.0
u_276,i_471,874786657,4.0
u_594,i_357,874786664,4.0
u_594,i_520,874786664,4.0
u_276,i_147,874786686,4.0
u_276,i_246,874786686,4.0
u_276,i_109,874786686,4.0
u_276,i_293,874786686,4.0
u_276,i_410,874786686,4.0
u_276,i_25,874786686,4.0
u_594,i_483,874786695,3.0
u_276,i_240,874786713,4.0
u_276,i_1016,874786713,3.0
u_276,i_455,874786713,4.0
u_276,i_235,874786734,4.0
u_23,i_203,874786746,4.0
u_276,i_475,874786756,5.0
u_276,i_237,874786756,5.0
u_276,i_742,874786756,4.0
u_23,i_511,874786770,5.0
u_23,i_421,874786770,5.0
u_276,i_1010,874786784,3.0
u_276,i_685,874786784,4.0
u_276,i_250,874786784,4.0
u_23,i_28,874786793,3.0
u_276,i_845,874786807,4.0
u_276,i_411,874786807,4.0
u_276,i_823,874786807,3.0
u_276,i_406,874786831,2.0
u_276,i_473,874786831,4.0
u_276,i_225,874786854,3.0
u_276,i_458,874786854,4.0
u_276,i_290,874786854,4.0
u_276,i_125,874786876,4.0
u_276,i_1129,874786876,4.0
u_23,i_62,874786880,3.0
u_276,i_840,874786897,3.0
u_276,i_121,874786897,4.0
u_23,i_747,874786903,3.0
u_276,i_148,874786924,3.0
u_276,i_108,874786924,3.0
u_276,i_3,874786924,3.0
u_276,i_150,874786924,4.0
u_23,i_196,874786926,2.0
u_276,i_974,874786945,2.0
u_23,i_162,874786950,3.0
u_276,i_118,874786964,3.0
u_23,i_528,874786974,4.0
u_23,i_195,874786993,4.0
u_276,i_252,874787006,3.0
u_276,i_825,874787006,3.0
u_23,i_73,874787016,3.0
u_23,i_161,874787017,2.0
u_276,i_405,874787044,3.0
u_276,i_1028,874787044,3.0
u_23,i_155,874787059,3.0
u_276,i_993,874787065,3.0
u_276,i_281,874787065,3.0
u_23,i_449,874787083,2.0
u_276,i_977,874787090,2.0
u_276,i_1245,874787091,3.0
u_276,i_472,874787109,3.0
u_23,i_215,874787116,2.0
u_23,i_526,874787116,3.0
u_23,i_217,874787144,2.0
u_276,i_597,874787150,3.0
u_276,i_1013,874787150,3.0
u_276,i_122,874787150,3.0
u_23,i_229,874787162,3.0
u_276,i_120,874787172,2.0
u_276,i_930,874787172,2.0
u_276,i_21,874787195,3.0
u_276,i_595,874787195,2.0
u_23,i_216,874787204,4.0
u_23,i_419,874787204,3.0
u_276,i_763,874787214,3.0
u_276,i_456,874787237,2.0
u_23,i_451,874787256,2.0
u_23,i_856,874787288,4.0
u_276,i_1079,874787300,2.0
u_23,i_516,874787330,4.0
u_23,i_655,874787330,3.0
u_23,i_381,874787350,4.0
u_276,i_1006,874787353,3.0
u_276,i_192,874787353,5.0
u_276,i_214,874787353,5.0
u_276,i_180,874787353,5.0
u_23,i_90,874787370,2.0
u_276,i_175,874787376,5.0
u_532,i_761,874787387,4.0
u_276,i_582,874787407,3.0
u_276,i_47,874787407,4.0
u_276,i_12,874787407,5.0
u_276,i_27,874787407,3.0
u_23,i_88,874787410,3.0
u_276,i_469,874787441,4.0
u_276,i_64,874787441,5.0
u_276,i_160,874787441,4.0
u_276,i_28,874787441,4.0
u_276,i_135,874787441,5.0
u_23,i_82,874787449,3.0
u_276,i_23,874787467,5.0
u_276,i_806,874787467,4.0
u_276,i_65,874787467,4.0
u_276,i_318,874787496,5.0
u_276,i_22,874787496,5.0
u_276,i_523,874787496,4.0
u_276,i_11,874787497,5.0
u_276,i_357,874787526,5.0
u_276,i_461,874787526,4.0
u_276,i_558,874787526,4.0
u_276,i_57,874787526,3.0
u_276,i_387,874787526,3.0
u_276,i_197,874787549,5.0
u_276,i_97,874787549,3.0
u_276,i_182,874787549,5.0
u_23,i_173,874787587,5.0
u_23,i_1005,874787647,3.0
u_23,i_227,874787738,3.0
u_23,i_380,874787774,5.0
u_23,i_404,874787860,4.0
u_23,i_739,874787861,2.0
u_23,i_662,874788045,3.0
u_23,i_219,874788187,1.0
u_23,i_549,874788290,3.0
u_23,i_1004,874788318,3.0
u_23,i_780,874788388,1.0
u_23,i_679,874788443,3.0
u_532,i_227,874788566,4.0
u_532,i_143,874788755,4.0
u_851,i_748,874788804,3.0
u_532,i_1221,874788957,5.0
u_23,i_386,874789001,4.0
u_851,i_1047,874789005,3.0
u_851,i_1009,874789084,2.0
u_851,i_924,874789109,4.0
u_532,i_1199,874789155,3.0
u_23,i_427,874789279,5.0
u_23,i_530,874789279,4.0
u_23,i_71,874789299,3.0
u_532,i_38,874789332,3.0
u_532,i_451,874789474,4.0
u_532,i_795,874789538,2.0
u_532,i_1228,874789704,3.0
u_532,i_105,874789704,3.0
u_532,i_1207,874790439,2.0
u_532,i_831,874790629,2.0
u_532,i_1046,874790629,4.0
u_276,i_157,874790773,5.0
u_276,i_223,874790773,5.0
u_276,i_1141,874790773,3.0
u_276,i_531,874790801,4.0
u_532,i_554,874790813,4.0
u_276,i_772,874790826,4.0
u_276,i_70,874790826,4.0
u_276,i_939,874790855,3.0
u_276,i_470,874790855,3.0
u_276,i_1194,874790875,3.0
u_276,i_693,874790903,4.0
u_276,i_732,874790903,4.0
u_276,i_647,874790903,4.0
u_276,i_423,874790926,5.0
u_532,i_1337,874790930,3.0
u_276,i_193,874790952,4.0
u_276,i_429,874790972,5.0
u_276,i_39,874790995,3.0
u_276,i_69,874790996,4.0
u_276,i_392,874790996,3.0
u_532,i_1188,874790998,4.0
u_276,i_54,874791025,3.0
u_276,i_51,874791025,3.0
u_276,i_1220,874791048,4.0
u_276,i_425,874791101,4.0
u_276,i_86,874791101,3.0
u_276,i_81,874791101,4.0
u_276,i_356,874791101,3.0
u_276,i_1267,874791102,4.0
u_276,i_179,874791102,5.0
u_276,i_187,874791102,5.0
u_276,i_526,874791123,4.0
u_276,i_46,874791145,3.0
u_276,i_215,874791145,4.0
u_276,i_58,874791169,4.0
u_276,i_569,874791169,4.0
u_276,i_291,874791169,3.0
u_532,i_771,874791172,3.0
u_276,i_658,874791194,4.0
u_276,i_715,874791194,3.0
u_276,i_239,874791194,4.0
u_276,i_549,874791194,3.0
u_276,i_735,874791214,4.0
u_276,i_382,874791236,4.0
u_276,i_317,874791257,4.0
u_276,i_655,874791297,4.0
u_276,i_697,874791316,2.0
u_276,i_365,874791339,3.0
u_276,i_375,874791339,1.0
u_276,i_380,874791383,3.0
u_276,i_43,874791383,1.0
u_276,i_1482,874791383,4.0
u_276,i_402,874791407,3.0
u_276,i_1213,874791407,1.0
u_532,i_1428,874791420,4.0
u_276,i_583,874791444,3.0
u_276,i_720,874791464,2.0
u_276,i_803,874791487,2.0
u_276,i_1232,874791488,3.0
u_532,i_1426,874791506,3.0
u_276,i_76,874791506,4.0
u_276,i_1135,874791527,4.0
u_276,i_8,874791623,4.0
u_276,i_4,874791623,4.0
u_276,i_168,874791623,5.0
u_276,i_789,874791623,3.0
u_276,i_56,874791623,5.0
u_276,i_42,874791623,4.0
u_276,i_153,874791667,4.0
u_276,i_204,874791667,5.0
u_276,i_209,874791667,4.0
u_276,i_367,874791667,3.0
u_532,i_721,874791671,4.0
u_276,i_786,874791694,3.0
u_276,i_959,874791695,4.0
u_276,i_154,874791747,4.0
u_532,i_929,874791786,3.0
u_532,i_734,874791786,3.0
u_276,i_564,874791805,3.0
u_276,i_73,874791805,3.0
u_276,i_854,874791806,4.0
u_276,i_746,874791806,4.0
u_276,i_1118,874791830,4.0
u_532,i_592,874791850,3.0
u_276,i_428,874791870,4.0
u_276,i_40,874791871,3.0
u_276,i_721,874791871,3.0
u_276,i_85,874791871,3.0
u_276,i_202,874791871,4.0
u_276,i_17,874791894,4.0
u_276,i_1140,874791894,2.0
u_276,i_796,874791932,1.0
u_276,i_158,874791932,3.0
u_276,i_433,874791960,4.0
u_276,i_274,874791960,3.0
u_276,i_692,874791960,4.0
u_276,i_88,874791960,3.0
u_276,i_72,874791960,4.0
u_532,i_364,874791976,3.0
u_532,i_545,874791976,2.0
u_276,i_173,874791993,5.0
u_276,i_66,874791993,3.0
u_276,i_67,874791993,3.0
u_276,i_33,874792018,4.0
u_276,i_709,874792018,4.0
u_276,i_186,874792018,5.0
u_532,i_411,874792031,3.0
u_276,i_1218,874792040,4.0
u_276,i_232,874792094,3.0
u_276,i_393,874792094,4.0
u_276,i_388,874792094,2.0
u_276,i_401,874792094,3.0
u_276,i_210,874792094,4.0
u_276,i_396,874792118,4.0
u_276,i_571,874792118,2.0
u_532,i_369,874792142,3.0
u_276,i_780,874792143,3.0
u_276,i_783,874792143,1.0
u_276,i_63,874792168,3.0
u_276,i_384,874792189,3.0
u_821,i_294,874792194,4.0
u_276,i_451,874792216,3.0
u_532,i_139,874792232,5.0
u_276,i_80,874792237,3.0
u_276,i_41,874792277,3.0
u_276,i_728,874792277,2.0
u_821,i_100,874792285,2.0
u_821,i_1084,874792285,5.0
u_276,i_409,874792310,3.0
u_276,i_407,874792310,2.0
u_276,i_575,874792310,2.0
u_276,i_55,874792366,4.0
u_276,i_24,874792366,4.0
u_276,i_174,874792366,5.0
u_276,i_89,874792366,5.0
u_821,i_275,874792369,5.0
u_821,i_14,874792369,4.0
u_276,i_176,874792401,5.0
u_276,i_144,874792401,5.0
u_276,i_82,874792402,4.0
u_276,i_241,874792402,4.0
u_276,i_183,874792402,5.0
u_821,i_476,874792403,4.0
u_276,i_172,874792435,5.0
u_276,i_96,874792435,5.0
u_276,i_233,874792436,3.0
u_276,i_128,874792436,4.0
u_276,i_79,874792436,4.0
u_276,i_2,874792436,4.0
u_276,i_684,874792436,4.0
u_821,i_117,874792442,3.0
u_276,i_265,874792483,4.0
u_276,i_229,874792483,3.0
u_276,i_636,874792483,4.0
u_276,i_68,874792483,4.0
u_276,i_161,874792483,3.0
u_276,i_195,874792483,5.0
u_821,i_763,874792491,3.0
u_821,i_237,874792491,5.0
u_276,i_540,874792519,1.0
u_276,i_665,874792520,3.0
u_276,i_541,874792520,3.0
u_276,i_679,874792520,3.0
u_276,i_226,874792520,4.0
u_276,i_449,874792520,2.0
u_821,i_284,874792521,3.0
u_821,i_181,874792521,4.0
u_276,i_184,874792547,4.0
u_276,i_385,874792547,4.0
u_276,i_188,874792547,4.0
u_276,i_576,874792547,3.0
u_276,i_686,874792547,3.0
u_821,i_993,874792570,4.0
u_821,i_126,874792570,5.0
u_276,i_550,874792574,4.0
u_276,i_62,874792574,2.0
u_276,i_38,874792574,3.0
u_821,i_845,874792591,5.0
u_276,i_397,874792601,1.0
u_276,i_566,874792601,4.0
u_276,i_399,874792634,2.0
u_276,i_802,874792634,3.0
u_276,i_1416,874792634,3.0
u_276,i_450,874792634,1.0
u_276,i_831,874792634,3.0
u_276,i_743,874792634,1.0
u_821,i_148,874792650,3.0
u_276,i_164,874792663,4.0
u_276,i_185,874792663,4.0
u_276,i_218,874792663,4.0
u_276,i_559,874792663,4.0
u_276,i_200,874792663,5.0
u_276,i_447,874792663,4.0
u_276,i_98,874792663,5.0
u_276,i_443,874792692,4.0
u_276,i_145,874792692,3.0
u_276,i_5,874792692,3.0
u_276,i_219,874792692,4.0
u_276,i_448,874792692,4.0
u_276,i_672,874792692,3.0
u_276,i_217,874792692,4.0
u_821,i_459,874792698,5.0
u_276,i_436,874792711,4.0
u_276,i_379,874792745,3.0
u_276,i_800,874792745,3.0
u_276,i_561,874792745,2.0
u_821,i_121,874792752,3.0
u_821,i_471,874792752,4.0
u_276,i_669,874792767,1.0
u_276,i_551,874792767,3.0
u_821,i_274,874792778,5.0
u_276,i_816,874792793,2.0
u_276,i_773,874792794,3.0
u_276,i_567,874792794,3.0
u_821,i_1,874792813,5.0
u_821,i_473,874792813,3.0
u_821,i_15,874792835,5.0
u_276,i_969,874792839,4.0
u_276,i_432,874792839,5.0
u_276,i_463,874792839,4.0
u_276,i_95,874792839,5.0
u_821,i_125,874792860,4.0
u_276,i_418,874792870,4.0
u_276,i_141,874792870,4.0
u_276,i_755,874792870,3.0
u_276,i_143,874792870,5.0
u_276,i_71,874792870,4.0
u_276,i_404,874792870,4.0
u_821,i_1197,874792889,5.0
u_821,i_151,874792889,4.0
u_276,i_99,874792907,4.0
u_276,i_627,874792907,3.0
u_276,i_417,874792907,4.0
u_276,i_419,874792907,5.0
u_276,i_588,874792907,4.0
u_276,i_420,874792945,4.0
u_276,i_142,874792945,3.0
u_276,i_624,874792969,2.0
u_276,i_951,874792969,3.0
u_276,i_843,874792989,4.0
u_821,i_597,874793022,3.0
u_821,i_405,874793022,4.0
u_821,i_1060,874793022,5.0
u_276,i_1031,874793035,2.0
u_276,i_1091,874793035,3.0
u_276,i_1035,874793035,3.0
u_276,i_501,874793035,4.0
u_821,i_111,874793049,4.0
u_276,i_415,874793062,3.0
u_276,i_820,874793062,3.0
u_276,i_426,874793092,3.0
u_276,i_768,874793118,3.0
u_821,i_742,874793130,4.0
u_821,i_106,874793196,2.0
u_276,i_794,874793198,2.0
u_821,i_281,874793218,3.0
u_821,i_118,874793218,3.0
u_821,i_318,874793368,5.0
u_821,i_22,874793418,5.0
u_821,i_28,874793469,5.0
u_821,i_389,874793469,5.0
u_821,i_483,874793517,5.0
u_821,i_357,874793517,5.0
u_821,i_180,874793517,5.0
u_821,i_79,874793517,5.0
u_821,i_509,874793574,5.0
u_821,i_234,874793574,5.0
u_821,i_495,874793574,5.0
u_821,i_64,874793649,5.0
u_821,i_705,874793649,5.0
u_821,i_427,874793649,5.0
u_821,i_174,874793773,5.0
u_821,i_435,874793773,4.0
u_821,i_560,874793773,3.0
u_821,i_213,874793806,5.0
u_821,i_98,874793847,5.0
u_821,i_56,874793847,5.0
u_821,i_97,874793848,5.0
u_821,i_504,874793848,4.0
u_821,i_707,874793848,5.0
u_532,i_1240,874793852,2.0
u_821,i_95,874793898,5.0
u_821,i_161,874793898,4.0
u_821,i_132,874793898,5.0
